,Unnamed: 0,comment,sentimen
492,492,saya kalau presiden nya memikir kan rakyat seumur hidup nya pun saya dukung,Neutral
493,493,semoga allah selalu memberi kesehatan untuk bpk presiden prabowo amin ,Neutral
494,494,masyaalloh semoga segera terlaksana pak,Neutral
495,495,alhamdulillah mantap,Neutral
496,496,perasaan kemarin kebanyakan guru yg dukung abah,Neutral
497,497,bersihkan indonesia paksejahterakan rakyatkami bersama bapaksemoga allah senantiasa memberkahi setiap langkap bpk prabowoamin,Neutral
498,498,saya senang dapat kabar baik ini saya harap tenaga kesehatan juga mendapat perhatian lebih terimakasih bapak prabowo subianto,Neutral
499,499,masaallah terimakasih bapak presiden prabowo atas perhatiannya kepada guru guru  guru ini barokallah ,Neutral
500,500,mana nih guru guru yg dulu benci sama prabowo begitu mulianya belio memperjuangkan guru walaupun banyak guru mengujat prabowo belio tidak marah marah malah merangkul semua guru dari sabang sampai metokey sehat selalu pa presiden,Neutral
501,501,sejak lengser sby saya inginkan beliau jadi presiden,Neutral
502,502,media jangan bohong ya pak presiden gk pernah bilang menikan gaji guru awas jangan sampe gegel faham ,Neutral
503,503,semoga bapak presiden prabowo diberi kesehatan selalu aamiin,Neutral
504,504,buat kami dan sy pribaditampa diiringi rasa irimerasa ikut senang tpdisisi lainkami yg berada dibawah garis kemiskinandan dg kesulitan yg jadi hidangan sehariharitolong dikasih solusiuntuk sekedar mampu menyambung hidup sangat lah banyakmasyarakat bergumul dg kesulitantampa tersentuh pemerintah bahkanuntuk tingkat desa sajaklw ditanyaapakah masih ada wargamu yg kelaparanjawaban pasti tidak sebabbisa jadi dia sendiri tidak tau seluk beluk warganya jk ini dianggap mengeluhterserah anda yg menyimpulkankamidan sy pribadi tetap berprasangka baik pada pemerintah atau jk memang sudah nasib kami hidup bergelimang kesulitansemoga saja tidak dg anak cucu kami wasallam,Neutral
505,505,ya alloh bpk presiden merinding   terharu  dengan suara bapak sejak lama saya idamkan  alkhamdulillah terwujud krn bpk juga pahlawan membela bangsa indonesia doa yang teristimewa  dari gr se indonesiasemoga  bpk presiden  wakil presiden serta karbinet merah putih sehat selalu panjang umur amin yra,Neutral
506,506,prabowo subianto pemimpin hebatsehat selalupumur penyertaan tuhan utk bpk tak pernah putus,Neutral
507,507,smg bpk presiden beserta keluarga selalu sehat dan senantiasa dlm lindungan alloh swtkl guru naik gajinya bagaimana dgn asn yg bukan guru apakah ikut naik,Neutral
508,508,cuma adian napitupulu dan semua jajaran pdipyang masih keras kepala benci prabowo,Neutral
509,509,tunjangan  apa kenaekan gaji  kalo kenaekan  gaji  berarti  jika guru  biasanya gaji  pokok  perbulan  mendapat   3 juta dengan kenaekan  perbulan  1 kali  gaji  pokok  berarti  guru  gajinya  6 juta perbulan,Neutral
510,510,tunjangan  apa kenaekan gaji  kalo kenaekan  gaji  berarti  jika guru  biasanya gaji  pokok  perbulan  mendapat   3 juta dengan kenaekan  perbulan  1 kali  gaji  pokok  berarti  guru  gajinya  6 juta perbulan,Neutral
511,511,menyala presidenku bapak haji prabowo subianto wuasli seneng bet kemaren dapat kabar para koruptor di tangkepin dan untuk para guru semangat pak terus lahb berjuang sehat selalu pak ,Neutral
512,512,naik kan juga gaji pekerja kesrhatan pak,Neutral
513,513,masyaallah pak sehat2 ya pak,Neutral
514,514,bapak prabowo jangan lupa para pensiun  ka,Neutral
515,515,setuju bpk presidenats pidatonya sekolah harus baiksekolah harus bersihjangan ada atap sekolah bocor dan sekolah runtuh karena  menunggu jumlah murid maju negerikusukses priden kita semuagbu,Neutral
516,516,alhmdulillah terimakasih bapak presidenku bapak prabowo subiantomhn dinaikan juga gaji asn yang bekerja di  organisasi perangkat daerah  dan departemenkarena juga yelah bekerja 24 jam untuk bangsa dan negara,Neutral
517,517,bismillahirrahmanirrahimmudah2an allah menghendaki apa yg pemerintah bapak inginkan dan hajadkankarna insyaallah allah akan memberikan hasil sesuai dengan yg diusahakan dan di niatkan ,Neutral
518,518,trimakasih3 p prabowo atas apresiasinya baru kali ini seorang presiden yg sgt peduli paham jasa2 guru smg sll sht pnjg umur amanah sll dlm memimpin negara indonesia,Neutral
519,519,betapa bahagianya kami para guru yang mulia  bapa presiden  yg berhati mulia kerinduan kami penderitaan  air mata kami krn kebutuhan keluarga  anak sekolah kami terpaksa berutang bank  selama bertahun terima kasih banyak bapa berkenan akan memulihkan keadaan kehidupan kami para guru ke tahap yg lebih baikhormat kami bapa sehat selalu dlm lindungan tuhan yang maha esa amin ,Neutral
520,520,benar kata gus dur ya allah pak prabowo tulus sekali hatinya semoga indonesia emas segera terwujudlove you pak prabowo ,Positive
521,521,terimakasih atas perhatian besar utk guru di indonesia,Neutral
522,522,semua guru ya pak baik yang belum s1,Neutral
523,523,terima kasih bpk presiden bp prabowo program bpk semoga dilancarkan ,Neutral
524,524,guru di prank masal dihari guru naik gaji cuma omong doank  parah,Neutral
525,525,mantap bang,Neutral
526,526,tahniah persiden bapak perbowo,Neutral
527,527,dpetnya setahun sekali dan bertahap ,Neutral
528,528,gajih perangkat desa pa wowobtolong dinaikan mengingat masuk jadi pemdes mehong,Neutral
529,529,uangnya drimana pakrealisasi nya seperti apasaya harap itu bukan bahasa politik saja tapi benar diwujudkan,Neutral
530,530,aamiinsemoga para guru lbih sejahtera dan meningkatkan kwalitas pendidikan untuk generasi masa depan bangsa ,Neutral
531,531,the best,Positive
532,532,baca dengan artinya terus amalkan dan lakukan oleh bapak bapak dan ibu ibu yaitu firman allah swt yaitu alquran yang paling benar dan nyata yaitu surat albaqarah ayat 4243 surat albaqarah ayat 178179 surat almaidah ayat 4070 surat annisa ayat 150151 dan surat ayat lainnya jadi apakah kalian tidak takut sama allah swt apa yang di amanahkanya supaya melakukan syariat islam secara keseluruhan yang ada dalam firman allah swt yaitu alquran dan hukum pidana allah swt atau hukum qisas supaya ada efeknya jera pada seluruh manusia dan rakyatnya menjadi aman dan nyaman sentosa kaya raya sejahtera di jamin keamanan dan kenyamanan dan keperluan hidupnya selamanya pada para ulama dan para ustadz dan presiden dan pengikutnya tuh lihat di indonesia dari dahulu sampai sekarang rakyatnya semakin menderita berbagai macam kejahatanlah dan kemiskinan dan pengangguran dan gema bumi dan musibah lainnya tidak ada hentihentinya apakah itu belum cukup peringatan dari allah swt,Neutral
533,533,,Neutral
534,534,semoga selain sejahtera guru juga bisa leluasa mengajar dan mendisiplinkan anak anak tanpa rasa takut namanya viral dan terseret hukum biarkan guru mengajar mendidik anak anak dengan leluasa tanpa rasa khawatir,Neutral
535,535,klau bapak mensejahterakan guru 15 tahun pun jadi presiden monggo,Neutral
536,536,167triliun untuk peningkatan kesejahteraan guru guru yg bersertifikasi terdapat 1932666 asn dan non asnsepertinya cukup untuk penambahan 1x gaji setiap menerima sertifikasijadi perhitungannya jika gapok guru 3jt maka nendapatkan uang sertifikasi 9jt ditambah 1x gaji pokok berarti guru dapat 12jt untuk setiapkali pencairan sertifikasidan untuk guru non asn naik menjadi 2jt artinya yang sudah berjalan 15jt x 3 menjadi 2jt x 3 jadi setiap kali pencairan sertifikasi guru non asn akan menerima 6jtadapun dana lain senilai 175 t di peruntukkan untuk bantuan kuliah kepada guru yang belum memenuhi standar pendidikan d4 atau s1 dan ppgterdapat dana lain untuk memperbaiki 300300 sekolah di seluruh indonesia,Neutral
537,537,bgm dgn pensiunan guru pak ,Neutral
538,538, 008,Neutral
539,539,sama untuk guru sertifikasi tidak ada kenaikan gaji,Neutral
540,540,presiden kita luarbiasa cerdas baikpidato tanpa tekstrimakasih bapak prabowo subiantokami mohon para pensiunan guru juga dinaikkantrimakasih  gajinya ,Neutral
541,541,panjang umur pak biar 2 periode,Neutral
542,542,semoga tuhan senantiasa menyertai dan memberkahi seluruh perjuangan bapak prabowo dan pemerintah dalam menyejahterakan rakyat,Neutral
543,543,alhamdulillah kami guru non asn berharap akan ada inpassing sertifikasi penyetaraan gol pns ,Neutral
544,544,aku tdk bs lgi berkata2 panjang lebar pakaku hanya bs mendoakn bpk smoga panjang umur sehat selaluaamiin,Neutral
545,545,saya sangat seruju  orang tua kami semoga tenang dan diterima disisi allah mereka adalah  guru tanpa jasa dan tidak pernah dapat gajih serupiah pun cita orang tua untuk mencerdaskan rakyat,Neutral
546,546,saya kerja di bkkbn honorer kerja dari tahun 2018 sampe saat ini belum di angkat aja guru naek jagi,Neutral
547,547,semoga bukan sekedar video pencitraan karena saya sudah banyak melihatmenonton banyak video pencitraan yang penjiwaan nya melebihi video ini,Neutral
548,548,pejuang devisa kaya aku gak di anggap kah ,Neutral
549,549,ternyata para ibu guru mantau juga mayor teddi ,Neutral
550,550,anak abah apa kabar y skrng,Neutral
551,551,saya penggemar bapak sudah 2x saya pilih bapak karena hati saya sangat yakin bapak adalah orang yang baik dan tulus ,Neutral
552,552,setiap  pidato yg di sampaikan bp presiden prabowo aku sangat terharu sekali menyentuh hati tak terasa aku menereskan air mata mudah2an anak ku yg statusnya guru honor d smpkedepannya kesejahteraan nya lebih meningkat dan segera ada pengangkatan mudah2an bp presiden prabowo sehat waafiatpanjang umur,Neutral
553,553,apa artinya pemerintah memperjuangkan gurutapi undang melarang guru tegas terhadap murid nyakalau bisa ham di bubarkan aja,Neutral
554,554,gimana dg guru ngajitk pernah ada tunjangan apalagi gaji,Neutral
555,555,ada syaratnya tapi aku yy guru honorer blm punya sertifikat pendidik ,Neutral
556,556,beritasatu,Neutral
557,557,saran aja pa setiap sekolah di adakan clener sama toilet kami dulu yg d desa susah kali kalo kebelet tambah ada satu wc yg kotor bgt rasa nya tersiksa,Negative
558,558,semoga negara ini lebih baik lagi di tangan pak prabowo dan bawahan2 beliau semoga rakyat juga semakin makmur ,Neutral
559,559,,Neutral
560,560,terima kasih pk presiden ri prabowo doa kami para guru se indonesi allah memberikan berkat kesehatan dalam membangun bangsa ini,Neutral
561,561,subhanalloh,Neutral
562,562,mantaf presidenku penuh dgn perhatian kpd rakyatnya semoga allah memberikan kesehatan dan panjang umur amiin ,Neutral
563,563,masyaallah bapak presiden semoga sehat selalu bisa memimpin negara kita allah selalu melindungi ,Neutral
564,564,jangan hanya guru saja pakkami trnaga honorer struktural jg hrs diperhatikan jngn ada sekat kasta untuk keadilan kami jg manusia punya kluarga yg hrs kami perjuangkan,Neutral
565,565,kenaikan satu kali gaji pokok bagi asnp3k berupa sertifikasisedangkan tambahan gaji 2 juta bagi guru non asn adalah sertifikasi ditambah 500 ribuawalnya  menrima 1500000 sehingga genap menjadi 2 jutaintinya guru se indonesia telah dibodohi,Neutral
566,566,masya allah pak presiden semoga panjang umur sehat selalu  rezekinya melimpah aamiin,Neutral
567,567,tetep mayor imin paling bahagia ,Neutral
568,568,mantap pak prabowo subianto,Neutral
569,569,alkhamdulillahmugi mugi pakprabowo sehat terus alkhamdulillah enggak kebayang kalau bukan pak prabowo yang menang,Neutral
570,570,masya allah mrpresiden the best,Positive
571,571,dulu yg janji2 naikin gaji guru itu jokowi pas awal mencalonkan presiden tapi ternyata cuman prank  sekarang alhamdulillah akan di realisasiakan sama pak prabowo btw aku bukan gura ya tapi aku setuju aja sih gaji guru naik,Neutral
572,572,apakah gaji guru honorer jga ikut naik ,Neutral
573,573,pak prabowo menangis karena prihatin duwit banyak yg dikuasai oleh para koruptor dan hanya di kuasai oleh segelintir orang sedangkan para aparatur negara gaji msh dibawah setandar layak dgn bangsa lainya di muka bumi,Neutral
574,574,mantap p prabowo,Neutral
575,575,semoga seumur hidup pak prabowo menjadi presiden,Neutral
576,576, semoga presiden kita bapak h prabowo subianto selalu sehat wal afiat selalu di lindungi allah dan bahagia  di dunia dan diakhirataamiin,Neutral
577,577,luar biasa pak presiden ,Neutral
578,578,bapak is the best,Neutral
579,579,aku tak pernah lihat seperti ini di zaman jokowimerintahbersama jokowi semuanya adalah gengsi berbanding mementingkan kualiti di dalam kuantitasjika ini di jaga maka kita akan lihat kejayaan indonesia dalam masa terdekat support jendral tni haji dato seri prabowo subiantosemoga nasib guru indonesiaterbela makmur sejahteraindonesia terjaminaamiinaamiinaamiin,Neutral
580,580,,Neutral
581,581,bilangin uangnya jangan dipakai belanja atau naruh saldo di bukalapak nanti dibekukankalo ecommerce lain  sejauh ini masih aman dan lancarjangan malah nangis,Neutral
582,582,heran baru sekarang dari dulu jokowi ngapain pak prab yg harus benerin semuanya,Neutral
583,583,gemoy bukan sembarang gemoyy no bos ,Neutral
584,584,kalau mau perhatikan guru perhatikan juga gedung sekolahbaik sekolah swasta maupun negri bayangkan saja di ntt di kabupaten manggarai timur banyak sekolah negri tak layak apalagi sekolah yang swasta maka oleh karena itu saya sepakatjika dana langsung transfer ke rekening sekolah masing masing dan jangan lupa di awasitak di mafiakan juga dana negara yang masuk,Neutral
585,585,nihh bapak gua ni,Neutral
586,586,kok bkn dr 15 tahun yg lalu  prabwo mnangmngkin rakyat udh sjhtra saat ni,Neutral
587,587,terima kasih gaji dinai kkan,Neutral
588,588,sepakat pa peresiden banyak sekolah di ntt tidak layakdan jika berkenan jika kasi anggaran harus di awasi juga dan kalau tim untuk awasi dan anggaran negara jangan cari orang ada hubungan dengan orang2nya cari yg benar2 profesional biar tak main di belakang layar,Positive
589,589,pak gaji buruh karyawan juga naikin ya ,Neutral
590,590,sekolah gratis harus benar2 gratis jangan iuran paguyuban pada mahalmahal,Neutral
591,591,kalau guru yg ngajar di pesantren malah mencabuli muridguru yang seperti apa dulu,Neutral
592,592,kalau guru yg ngajar di pesantren malah mencabuli muridguru yang seperti apa dulu,Neutral
593,593,asn yg serti dan asn yg non serti  adil dong bpk presiden  sama sama naik 2jt biar adil yg memilih bpk kan kita yg asn yg belum sertipikasi  bpk,Neutral
594,594,istri saya dosen gajinya juga miris masih besar gajinya buruh pabrik pakkerja saya supir itu juga besar saya gajinya tolong diperhatikan juga,Neutral
595,595,tuhan memberkatimu bapak syg,Neutral
596,596,acung 5 jempol for bpak presiden prabowo subianto,Neutral
597,597,berantas korupsi kriminalitas  lapangan pekerjaan untuk  pedesaan ,Neutral
598,598, sdgembongan mekar 2 kec babakan kan cirebon timur desa gembong merkar pak presiden  sehat selalu pak presiden,Neutral
599,599,sehat selalu bapak presiden ku   berkah umurnya penuh kebaikan aamiin ya rabbalalamin,Neutral
600,600,presiden sudah luar biasa mengangkat pendidikan indonesia mohonlah kebiasaan2 tradisi2 buruk di pendidikan seperti momentum penerimaan siswamahasiswa baru kenaikan kelas sumbangan2 hitam dengan macam2 dalil  tidak terjadi lagi,Neutral
601,601,baru kali ini tersa punya bapak yg sebenarnya merasakan jeritan rakyatnya,Neutral
602,602,itulah pentingnya saling bersinergi  membangun kinerja karena biar bagaimna  untuk memdapatkan hasil terbaik harus ada kerja keras di semua pihak rakyat harus bersatu padu agar negara kuat dan makmur untuk menuju negara majusehat dan skses selalu presidenku,Neutral
603,603,ayo bapak presiden sikat habis para koruptor biar pembangunan lancar dan rakyat guru petani nelayan sejahtera makmur seluruh rakyatnya,Neutral
604,604,bpk aqu bangga kepada mu terimakasih pak jadi kami bs fokus dalam mendidik anak2 bangsa,Neutral
605,605,saya ikut bergembira untuk para gurutapi disisi lainbisakah dicegah kenaikan harga barang2karena tiap ada kenaikan selalu disertai kenaikan harga yg melambung,Neutral
606,606,solusi kokori jika gaji guru rendah gak usah kerja guru ,Neutral
607,607,bjjiiiiirrrrrr merinding baca komen komen kalian semuabgitu bnyk masyarakat yg cinta beliau smga sehat selalu  dan ttp istiqomah ya pak presidenku ,Neutral
608,608,apakah guru asn dan p3k yang sudah sertifikasi tidak dapat tunjang kesejahteraan sama sekali seperti yg disampaikan bpk presiden,Neutral
609,609,ditambah donk skolah gratis kesehatan gratis biar emak2 dibawah minimun gaji gak banyak yg setres ngatur keuangan,Neutral
610,610,masya allah tabarakallah alhamdulillah ya allah,Neutral
611,611,klu guru swasta gmn pak bowo kan sm2 guru honorer yg bertaun2 blm diangkat gmn nasibny ,Neutral
612,612,smoga jg bp presiden memperhatikan pensiunan guru,Neutral
613,613,jangan senang dulu kawan perhatikan menit ke 850 beliau mengatakan guru asn mendapatkan tambahan gaji sebesar 1x gaji pokok  tapi melalui sertifikasi  sama aja donk ga ada gunanya soalnya abdul muti mengatakan begitu ,Neutral
614,614,sehat selalu pak prabowo,Neutral
615,615,semoga allah swt memberi kesehatan dan umur  panjang kpd  bpk prabowo subianto presri,Neutral
616,616,barakallah bapak presiden pranowosyukron kasiron semoga bapak selalu sehat dan negara makmurbapak gmn para janda miskin termasuk saya,Neutral
617,617,ciyee video nya trending,Neutral
618,618,menangis diatas penderitaan orang bagaimana susahnya hidup sebagai pedagang keliling yang punya hasil ga jelas kadang abis kadang ga abispenghasilannya yang ga pastiatau penghasilan dari seorang relawan yang ga seberapaitu baru baik harus menangis pidatonya  tetapi kalo menangis diatas senyum orang yang hidupnya udah sejahtra yang hidupnya emang sudah dari garis kayamampupecinta fasilitas itu  sangat sangat jelas buruk prabowo open your mind,Neutral
619,619,terbaik selalu terimakasih pemimpin ki,Neutral
620,620,presiden yg tau keadaan rakyatnya saat ini,Neutral
621,621,honorer tenaga teknis yg sudah tua juga dong pakmasa guru aja,Neutral
622,622,asal bpk tahu ya pak guru itu adalah panggilan jiwa kami tapi kalau kami tidak dihargai lalu kami harus kemana pak semoga apa yang dikatakan bpk dapat segera terealisasikan aaamiiinnn,Neutral
623,623,pak terus yg pengangguran kesusahan tuk nafkahi keluarganyabagaimana pak ,Neutral
624,624,masya alloh saya bangga dan terharu mendengar bpk presiden berpidato begitu mulianya beliau yang telah memuliakan para gurusaya sebagai guru paud merasa bahagia mendengar kabar ini semoga saya dan teman2 sesama guru paudendapatkn hak yang sama mendapatkan kesejahteraanmaju terus presidenku semoga alloh selalu melindungimu aamiin,Neutral
625,625,itu kn sdh janjimu pak mau menaikkan gaji guru,Neutral
626,626,selamat pagi bp presiden mohon maaf sebelumnya kalau berkenan kami mohon tolong naikan juga gaji kami pensiunan guru biar sedikit walaupun kami sdh tdk aktif lagi kami sdh tua tdk mampu lagi mencari penghasilan tambahan,Neutral
627,627,bagaimana kalau guru dari kemenag,Neutral
628,628,bravo guru seindonesia sehat selalu presidenku ,Neutral
629,629,sehatsehat pak presiden prabowo  ,Neutral
630,630,omdong,Neutral
631,631,semoga guru semakin semangat dalam mencerdaskan anak bangsa sabardan lebih berkualitas ,Neutral
632,632,sehat selalu bapak presiden,Neutral
633,633,imin ngapain si itu ,Neutral
634,634,guru asn seluruh indonesia kena prank naik 1x gaji pokok dengan sertifikasi sudah ada sejak 2005 yg naik sertifikasi honorer nonasn 500rb,Neutral
635,635,terimakasih bapak presiden yang sangat baik semoga sehat selalu pak,Neutral
636,636,saya dengar masih ada upah guru honorer di lamongan rp300000 sedihmohon dicek kebenarannya,Neutral
637,637,urusin dulu rakyat yg blm jelas mslh penghasilannya pak  lw guru kn udh pasti pghslnya biarpun dia g berdoa,Neutral
638,638,selama aku lahir mengenal presiden ini lah presiden yg setiap dia kali bicara langsung berdebar jiwa ku  merasa sangar terharu dan sedih atas pak prabowo membela rakyat,Neutral
639,639,mantap presiden ku jangan ragu2 dalam mengambil keputusan,Neutral
640,640,hidup prabowo,Neutral
641,641,terima kasih presiden ku walau saya seorang petani namun aku sangat setuju kenaikan gaji guru kunci maju nya negara,Neutral
642,642,semoga bapak prabowo  sehat dan menjadi pemimpin  yang amanah,Neutral
643,643,kalo dana udah cair pastikan kepsek itu amanah ini sering di korup pak buat para wali murid komite2 awasi kepsek yg nakal2 itu diknas dan jajarannya lebih parah lg pak di kota saya,Neutral
644,644,jika kmu melihat laki2 mneteskan air mata brarti dia benar2 tulus sehat selalu pak  presiden,Neutral
645,645,hidup prabowo gibran presiden indonesia,Neutral
646,646,mantap pak presiden,Neutral
647,647,assalamu alaikum  luar boasa bapak prabowo atas kepresnya kenaikan gaji guru bismillah berkah  usul alangkah bahagianya  lg kesehatan juga diperhatikan hormat saya setinggi tingginya wasalam,Neutral
648,648,mudahmudahan terwujud nggak sia sia saya milih bapak dari tahun 2014 dan 2019,Neutral
649,649,gaji asn juga bapak presiden di naikin juga,Neutral
650,650,kuli bangunan juga kunci pembangunan negara ini tapi kuli bangunan di indonesia masih miskin dan melaratperjuangkan nasip kuli bangunan pak prabowopemilihmu banyak juli bangunan,Neutral
651,651,gaji umk jateng minim banget dengan keinaikan 65 di rasa masij blum mampu bersaing dengan jatim dan jakpus yg nota bene udah masuk di angka 4jt sebluj ada knaikankpn bisa naik ke angka yg setarakpan para pekerja mampu buat rumah sendiri tanpa bantuan pemerintah,Neutral
652,652,yang bangga memilih pak prabowo jadi presiden ri,Neutral
653,653,semoga sukses cita cita nya   dan kita semua menikmati  hasilnya,Neutral
654,654,sangat sangat luar biasa  pak presiden  pilihan ku,Neutral
655,655,guru kerja yg bener ya,Neutral
656,656,selamat selamat bapak presiden semoga indonesia semakin maju menuju indonesia emas2 periode harga mati lursuara akar rumput dari purworejo jateng,Neutral
657,657,kenapa cuma guru yang naik asn yang menjadi pelayan masyarakat yang lain bagaimana,Neutral
658,658,sehat sll pak smg allah sll melindungi bapak dan memudahkan segala urusan dlm memimpn negri iniaamiin,Neutral
659,659,terimakasih bapak kami bapak presiden prabowo yg telah membangkitkan negara indionesa jadi mahmur aman dami dansentosa,Neutral
660,660,mantap langsung sj pa soalnya klu trn ke bwh itu memang langsung ke sasarannya jgn singga2 nanti jd krg br bpk tinggl cek sj dr atas klu ada yg slh ya bpk langsung tegur,Neutral
661,661,sy terharubaru ini namanya presiden peduli terhadap pendidikan,Neutral
662,662,selalu sehat dan kuat bapak prabowo ,Neutral
663,663,alhamdulilah ya allah sehat sllu bpk panjang umur yg barokah untuk ibadah aamin,Neutral
664,664,gus dur said orang paling tulus itu prabowo,Neutral
665,665,masya allah saya terharu saya seorang guru honorer mengajak semua guru untuk memningkatkan lagi kualitas guru dalam mendidikbapak presiden sangat memperhatikan  kesejahteraan kita mari kita berikan juga yang terbaik kpada anak didik kita,Neutral
666,666,masya allah pak prabowo sehat selalu pak ,Neutral
667,667,presiden yg menangisi rakyat nyasegimana nabi muhammad saw yg slalu memikir kan umat nya,Neutral
668,668,enak buat guru gaji naik tpi ada juga guru yg suka tidak ada masuk untuk ngajar setidak nya pak prabowo tegad juga jika ada guru yg tidak masuk ngajar harus di kasih peringatan jgn makan gaji buta saja,Neutral
669,669,hatimu begitu tulus presiden ku,Neutral
670,670,alhamdulilah amin terimakasih bpk persidenku yang baik bpk prabowo yang selalu dihati semoga sehat selalu amin yarobal  yarobal a,Neutral
671,671,sad jg,Negative
672,672,semangatpegawai swasta memang abdi negara rajin bayar pajak untuk kemakmuran pns,Neutral
673,673,semoga sehat selalu bpk persidenku bpk prabowo mantap semoga sehat selalu padeku amin yarobal alamin terimakasih bpk persidenku gajih ibuguru2dan bpk guru2 ditaekin gajihnyah amin terimakasih padeku semoga sehat selalu amin yarobal alamin,Neutral
674,674,dua jempol buat presiden,Neutral
675,675,semoga allah selalu memberi keberkahan hidup bagi pemimpin kita aamiin,Neutral
676,676,presiden terbaik setelah soekarno,Neutral
677,677,nangis karena bingung duitmya dari mana ,Neutral
678,678,bapa persiden yg baru gimana nasib jandapendiunanyg gajih nya cuma 15jutaantolong pa dipertimbangkan lagipara jandapensiunan menjerit gajih segitu mana cukup buatakan belum keperluan yg lain apa lagi yg belum punya rumah masih ngontrak rumah orang,Neutral
679,679,jokowi kaget utang piutang dan bunga naik di era prabowo menjadi 20 atau 20 juta rakyat nkri di bantai akibat jatuh tempo,Neutral
680,680,para penghujat jokowi srkg apa kabarnya,Neutral
681,681,sebagai mantan guru yg menjadikan siswa pandai  bermutu dg program pengembangan sistem instruksional ppsiguru datang ke sekolah dah membawa bahan pengajaran yg akan diajarkandengan sistem nem siswa berlomba2 utk belajar maaf klo pendapatku keliru,Neutral
682,682,pak menteri pendidikan yg sekarang bp abdul muti betul2 org yg paham ttg lapangan pendidikanselama menteri p makarim guru ga mengajar sibuk dg laptopadmstrasidikatdllsiswa dibiarkan sendiri di kelas mau pinter darimana murid2smoga kedepan lebih baik  bermutu aamiin,Neutral
683,683,guru honorer apa guru pns soalnya saya tau betul itu,Neutral
684,684,panjang umur sehat sehat bpk presiden prabowo,Neutral
685,685,terimakasih pak presiden prabowo subianto ,Neutral
686,686,wes bosen pak mesti cuma asn yang pns dan p3k mesti gaji ne naik honorer tetap tidak naik gaji di bawah 500 ribu buat beli bensin aja habis pak kecuali gaji guru honorer itu di sama ratakan 2 juta gitu baru adil dan wow,Positive
687,687,entah mengapa baru kali ini rasanya saya benar2 merasakan punya presidenpak prabowo i love,Neutral
688,688,aamiin yaallahsemoga saja,Neutral
689,689,sembunyikan saja tangismu mbh bowo anda org baik berhati hatilah   ,Neutral
690,690,sehat slalu pak prabowo salam hormat kami para guru daerah,Neutral
691,691,presiden terbaik sepanjang sejarah bangsa indonesia utk saya sebagai guru yg sdh mengabdi di masa 2 presiden terdahulu dimana pak prabowo sangat peduli terhadap kami pahlawan tanpa tanda jasabapa saya yakin bapak 2 periode menjadi presiden kami bangsa  indonesia krn kami guru tidak mungkin lari dari bapaktangis bapak kami akan balas dengan meningkatkan tingkat kecerdasan siswa kamibapak prabowo surga menantimu ketika tuhan memangil krn doa kami guru  siswa untukmu ,Neutral
692,692,buruh juga diperhatikan ya pak,Neutral
693,693,ayo pak sikat semua koruptor saya optimis guru makin sejahtera indonesia makin maju kalo koruptor disikat sampe akar rumput karena indonesia itu negara yang sangat kaya,Neutral
694,694,terimakasih pak prabowo  sekolah di desa kami masi kurang layak apa lagi jalan an nya terus maju pak semogah sehat terus ,Neutral
695,695, trimakasi banyak jendral trimakasih banyak bapak bangsa subhanallah sehat selalu pak presiden ayah seluruh anak anak indonesia,Neutral
696,696,terimakasih pak presidenku,Neutral
697,697,ya allah terimakasih engkau hadirkan kpd kmi pra guru pemimpin yg habat bijaksana peduli dgn rakyatnya doa ku buat bpk presiden ri semoga shat sllu skeluarga  pnjng umur aamiin ya allah,Neutral
698,698,klw penjaga sekolah gimana pk persiden,Neutral
699,699,prabowo subianto presiden selamanya  macan asia telah bangkit sehat selalu pak prabowo,Neutral
700,700,terima kasih pak presiden semoga bapak sehat selalu kami jalankan pesan bapak untuk bersatu rukun dan kerja sama demi indonesia maju amin,Neutral
701,701,semoga bawahan beliau amanah dlam menyalurkan dana sampe kpada para guru,Neutral
702,702,bagemana dengan keadaan kita pak para tkw pejuang difisa butuh perhatin pak ,Neutral
703,703,ini baru namanya perubahan indonesia ini hebat tapi kekurangan literature core dari segala core masalah indonesia pendidikan yang merata,Neutral
704,704,mintak tolong pak perabowabagemana kita para tkw tki indonesa apa kita bisa punyak penghargaan  pak ,Neutral
705,705,guru pesantren tidak ada seperti anak tiripadahal sama sama dalam mengajar,Neutral
706,706,kenapa nggak dari dulu pk jadi presiden,Neutral
707,707,terimakasih pak sudah peduli dgn guru walaupun gajinya hanya naik 500 rebu bukann 2 jt,Neutral
708,708,manyala guru ,Neutral
709,709,seandai bapak dari dlu jadi presiden kamimungkin kami para guru indonesia sudah menikmati kesehahteraan bapakterimah kasih pak sudah peduli terhadap kami para2 guru yg ada di indonesia,Neutral
710,710,kalo honorer saya setuju tapi klo guru pns udah banyak gajinya ada tunjangan ini itu masih msih di naikkan lag,Neutral
711,711,hormat saya pribadikepada yth bpk presiden ri  h prabowo subianto semoga selalu diberikan kesehatan serta kelancaran dalam menjalankan tugas sebagaimana menjaga kemaslahatan untuk kesejahteraan seluruh masyarakyat indonesia selamat hari guru  ,Neutral
712,712,ko gaji guru naik sedangkan masarakat tidak punya titel masuk kerja stenga mati,Neutral
713,713,terima kasih kita punya presiden yg luar biasa,Neutral
