comm_date,author,author_id,likes,comment,sentimen,video_id
2024-11-29T08:49:12Z,@AdeRagen,UCoSZkfnH4TRXNZp-ZfoE0cw,0,"Mantaaappp presidenku ,,,Siapa presiden kita.....!!!",Neutral,IlfOrVlcVHA
2024-11-29T08:45:59Z,@dinahwidianah616,UCtTlYTY_mR9gFp0Dm9o0LKg,0,Gaji pembantu naikin dong pa.kasian yg janda2.,Neutral,IlfOrVlcVHA
2024-11-29T08:44:43Z,@yanikq3191,UC6kiipHKLgqQZZfJ5ZVZwcg,0,Masha Allah  bapak  president  smga shy sllu .,Negative,IlfOrVlcVHA
2024-11-29T08:44:41Z,@ngoprekchanel8208,UC49kV0h5rWLOVky-tpd7_qQ,0,"Tetep waspada,karna tak yg sempurna di dunia ini....",Neutral,IlfOrVlcVHA
2024-11-29T08:43:05Z,@mangaliGalunggung,UCECdz-UvvgU0dw6fgecPG8A,0,"Baru kali ini saya mendengarkan pidato presiden sampai berlinang air mata., ya allah jagalah presiden kami bpk prabowo❤❤❤",Neutral,IlfOrVlcVHA
2024-11-29T08:42:53Z,@UntariHadiwinoto,UCq3bN7EKZmNdnPKJQpGA0aw,0,"Ayo bapak ibu guru kita harus lebih semangat dan memberi pendidikan yg baik untuk anak indonesia krn dia penerus perjuangan bangsa Indonesia ,",Neutral,IlfOrVlcVHA
2024-11-29T08:41:28Z,@vinsenpunang9741,UChlv2Uu5a5S39HuhTM8Kubw,0,"Semoga sehat senantiasa,❤️🇮🇩🇮🇩🇮🇩💪🙏",Neutral,IlfOrVlcVHA
2024-11-29T08:41:20Z,@rudigolf6438,UCG9QtWyRkjHV01YRP3btzPg,0,"Terima kasih pak Prabowo 
Masalah yg paling berat adalah membasmi korupsi",Neutral,IlfOrVlcVHA
2024-11-29T08:41:08Z,@EDISISWANTOBERLIAN,UCY-BfC4_hY3G9LyFB5XfvUA,0,Terimakasih bapak... sehat selalu..,Neutral,IlfOrVlcVHA
2024-11-29T08:40:43Z,@MagdalenaNoya-r8r,UCKeio85hgYK5vwjjFIj-U1g,0,Sy asn tp blm sertifiksi,Neutral,IlfOrVlcVHA
2024-11-29T08:39:53Z,@sitieviatunzulaekhah4714,UCQY9vwMuEgaSnBYPFB9O82w,0,"untuk Bapak Presiden RI Prabowo Subianto, semoga panjang umur dan sehat selalu😢. AAMIIN",Neutral,IlfOrVlcVHA
2024-11-29T08:39:44Z,@sitihalimah9849,UCJR1e2xKOMe8JKfloXNTH3g,0,Terimakasih bpk presiden .semoga Indonesia lebih baik lagi,Neutral,IlfOrVlcVHA
2024-11-29T08:39:18Z,@UntariHadiwinoto,UCq3bN7EKZmNdnPKJQpGA0aw,4,"Semangat bapak presiden dlm memimpin indonesia walaupun banyak kendala , semoga pak Prabowo sehat , bahagia , Aamiin yra",Neutral,IlfOrVlcVHA
2024-11-29T08:38:06Z,@rizkiameliaputri2104,UCNJx5wMY9Yy9EcWp6F2uJVQ,0,Bismillah tahun depan tenaga medis yg di sejahterakan,Neutral,IlfOrVlcVHA
2024-11-29T08:37:25Z,@rusmanrusman859,UC-PgKVaCO0u_jlETr0J_URA,0,"MOHON BPK. PRESIDEN GURU NAUNGAN DEPAG JUGA DI SEJAHTERAKAN JUGA , KAMI JUGA BAGIAN ORG YG MENCERDASKAN ANAK BANGSA INI,,",Neutral,IlfOrVlcVHA
2024-11-29T08:35:56Z,@wiwikprobo159,UCEWVR6lZZRr4WUx6btz_T7A,0,"Allhamdullillah Wasukurillah semoga Bpk Prabowo sebagai presiden Indonesia,sehat"" selalu panj umur lindungi Yaa Allah swt,Bpk Presiden Saya titipka Guru TK yg tidak beratapkan yg sudah lama pengabdian putri kami ya mulai sukwan th 1984,yg spi sekarang belum menjadi ASN th 2024.honor dari tk rp 100 ribu,putri saya sudah S,1 PAUD yg sudah relefan,mohon dg sangat putri saya diangkat ASN yg tanpa ujian,Hormat kami 🙏",Neutral,IlfOrVlcVHA
2024-11-29T08:35:37Z,@pandafuru5992,UCKn9SFpZ0KWHDa8ums7Bjsw,0,😢 😢 😢 wapresnya sibuk bagi bansos,Neutral,IlfOrVlcVHA
2024-11-29T08:34:58Z,@bungbung3769,UCu1nyv0FwyPs3-1NycEIcqg,0,Yang dapet 2juta hanya honor swasta.. Kami di bandar lampung honor sekolah negeri sdh lulus PPG.. Tetap cuma ngarep gaji 950ribu tiap bulannya.. Gali lobang tutup lobang untuk bertahan hidup,Neutral,IlfOrVlcVHA
2024-11-29T08:33:52Z,@mutiasarifaturochmi601,UCxxwcCx6iwFI3m1DMcZr4bg,0,masyaAllahhh presidenkuu 😭😭😭😭😭,Neutral,IlfOrVlcVHA
2024-11-29T08:32:03Z,@alfonsinaolua7696,UChDW8vOMbvZrbmddfHpLb2g,0,Terima kasih bapak Presiden Tuhan berkati selalu.,Neutral,IlfOrVlcVHA
2024-11-29T08:30:40Z,@nuredi9925,UC0r4PiKGGq3x9Mm2ucuuDVA,0,"Masih banyakkah guru yang belum memiliki sertifikat D4. 
D4 apa akta 4 seh yang dimaksud. jangan² setelah lulus.... berlanjut ke purna tugas. Ya.... percuma membiayahi hal semacam itu. Masa hari gini masih ada guru yang harus menempuh pendidikan lanjut. Bukannya guru era sekarang selalu berstrata Sarjana. ...",Neutral,IlfOrVlcVHA
2024-11-29T08:29:17Z,@bayudwiartha,UCSM2lJQI5n7wD7hHO0H2T-w,0,Brti guru yg sertifikasi aja yg dpat guru ga serti ga dapat ya?,Neutral,IlfOrVlcVHA
2024-11-29T08:23:41Z,@gbakduk4742,UCUHv7EB810eP3HRTufor8-g,0,"Alhamdulillah, Syukur  kpda Allah, Jiwa Nasionalis Anda kini Telah anda Buktikan dengan Aksi dan kpedulian Nyata❤❤❤",Neutral,IlfOrVlcVHA
2024-11-29T08:20:07Z,@ekomul3127,UCRe1ZxCJ2N2rb1fGDchD8Dw,0,trimakasih pak.jendral terimakasih bnyk...,Neutral,IlfOrVlcVHA
2024-11-29T08:16:34Z,@ekopj.astutik687,UCriWpmdAmrRFpXVueFR1ePw,0,"yang gajinya naik itu guru sertifikasi non PNS. dari 1,5 juta menjadi 2 juta. artinya kenaikan 500 RB perbulan.
sedangkan untuk guru ASN sertifikasi, peraturan tunjangan sertifikasi 1x gapok sudah sejak jaman dahulu (peraturan presiden SBY). Jadi tidak ada hal baru yang istimewa bagi guru ASN.
selamat untuk guru sertifikasi non ASN",Neutral,IlfOrVlcVHA
2024-11-29T08:16:19Z,@NT_gaming47,UCkC7En6C9cdAaBU9CdyfS-w,0,Kami teharu lihat pidatomu presiden qu namun jgn hanya guru aja yg di prioritaskan tetapi dosen jugalah di perhatikan,Neutral,IlfOrVlcVHA
2024-11-29T08:15:22Z,@satmahani3443,UCoDBPck_TewojvKQqdWWGhw,0,"Masyaallah , insyaallah BPK sehat selalu",Neutral,IlfOrVlcVHA
2024-11-29T08:14:27Z,@ichalarcher7459,UCA_YILYJLF5AXtz3jz3cbPQ,0,Guru swasta..???,Neutral,IlfOrVlcVHA
2024-11-29T08:13:03Z,@satmahani3443,UCoDBPck_TewojvKQqdWWGhw,0,"Masyaallah , insyaallah BPK sehat selalu",Neutral,IlfOrVlcVHA
2024-11-29T08:12:52Z,@satmahani3443,UCoDBPck_TewojvKQqdWWGhw,0,"Masyaallah , insyaallah BPK sehat selalu",Neutral,IlfOrVlcVHA
2024-11-29T08:09:44Z,@Lalmuali,UCj8-1LtP3juc2fg5sJc7DQw,0,Sistem/model administrasi kurikulum pendidikan mungkin dapat disederhanakan biar guru lbh fokus waktu tatap muka di kelas.,Neutral,IlfOrVlcVHA
2024-11-29T08:07:06Z,@smile-ul1gd,UC8ImH5C2Z_095yfvJpI-00A,0,"MasyaAllah pak, selalu nungguin pidato Pak Prabowo luar biasa mematik semangat",Neutral,IlfOrVlcVHA
2024-11-29T08:06:49Z,@mahanurfasulselbar1279,UC0ueWf5KPOqEWstlI34QBsA,0,OPS sekolah sangat perlu diangkat😊,Neutral,IlfOrVlcVHA
2024-11-29T08:06:33Z,@yogikhanau3529,UC1ZQeL3nzV1ATROlvZhtitw,0,Nakes kapan pak d naikkan😅,Neutral,IlfOrVlcVHA
2024-11-29T08:06:26Z,@robitohploso6344,UC5p49M8z6v2O-m8y29zn6Ew,0,Terharu dengar pidato   P Prabowo...yg begitu semangat memperjuangkan Bangsa...semoga p presiden kita sht sllu,Neutral,IlfOrVlcVHA
2024-11-29T08:05:30Z,@Lalmuali,UCj8-1LtP3juc2fg5sJc7DQw,0,Semoga bp Prabowo selalu dlm bimbingan Alloh dlm berjuang.,Neutral,IlfOrVlcVHA
2024-11-29T08:04:31Z,@sukmapradana7812,UCIPITj2poohK1cVAPi3h8PQ,0,PPN naik 12% gara2 ini.,Neutral,IlfOrVlcVHA
2024-11-29T08:03:24Z,@rumsyahpandan7530,UCan36-2XtKzc6KN9k4lYWzg,0,"Sumber alam kita berlimpah seharusnya dinikmati oleh rakyat n kita rakyat bs hidup makmur, tp kenyataan nya hanya dinikmati kalangan atas n asing aseng.",Neutral,IlfOrVlcVHA
2024-11-29T08:03:12Z,@nungkilidyaastuti43,UCp6vwTjQUEL_5QRhbL7He4w,0,Terimakasihh bapak indonesia....kau selalu sebagai panutan kami guru Indonesia❤❤❤,Neutral,IlfOrVlcVHA
2024-11-29T08:02:58Z,@hattaedison25,UCq_9dhETdIZ8GjakoA7R-WQ,0,"Semoga Allah selalu melindungi dan memberi taufik hidayah kepada pak Prabowo dan seluruh
Rakyat Indonesia.",Neutral,IlfOrVlcVHA
2024-11-29T08:02:33Z,@StarlightWavesMusic,UC0UH60rJm3SZN7MYrdwUbWQ,0,"Terima kasih bapak prabowo subianto.
Semoga dengan kenaikan gaji guru akan semakin menyejahterakan para guru.",Neutral,IlfOrVlcVHA
2024-11-29T08:02:20Z,@AnasmamaneArum,UCq2lMdHSbltwVUOQPTWBoAQ,9,Blm 24 jam sudah 1M  lebih yang nonton video ini.. itu artinya antusias masyarakat sangat luar biasa mengikuti perkembangan² dari kepemimpinan Bapak Prabowo dan mas Gibran dan juga kabinet Merah Putih . saluuut,Neutral,IlfOrVlcVHA
2024-11-29T08:01:20Z,@assyariassyari2804,UCI7DlllWpU_V65YtMf0y8uA,9,"Wah... Hebat pidato Presiden Prabowo menjadikan Pendidikan sbg program prioritas pertama ...
Semoga benar2 dieksekusi dalam APBN yg berpihak pada penguatan dan pengembangan Pendidikan Nasional...",Neutral,IlfOrVlcVHA
2024-11-29T08:01:20Z,@lilymuslihah1254,UCSKfEhiLuCahAqKrvvO6qVA,0,Alhamdulillah...saya mengajar sdh 20 thn dan 4 thn lagi pensiun baru x ini mendengar pidato presiden mengangkat harkat dan martabat guru serta mensejahterakan guru2 trimakasih bapak kita presiden Prabowo smga Alloh menjaga dan membimbing mu ke jln yg lurus sehat sllu dan panjang umur serta amanah. Aamiin...,Neutral,IlfOrVlcVHA
2024-11-29T07:59:29Z,@mangaliGalunggung,UCECdz-UvvgU0dw6fgecPG8A,0,"Pintu gerbang negara sejahtera adalah pendidikan dan kesehatan., terimakasih pak prabowo, semoga sehat panjang umur berkah selalu❤❤❤",Neutral,IlfOrVlcVHA
2024-11-29T07:57:55Z,@randyfahmi990,UCxcHM7kDQ29A9s9ScGTFUUA,0,Bapak Prabowoo tolong donk di usut untuk pemilihan bupati harus yang far jangan ada yang sogok menyogok -.-,Positive,IlfOrVlcVHA
2024-11-29T07:57:20Z,@mariaulfah890,UCaP1qCzpqOd6huoSMJ8ETlQ,0,Guru kemenag juga masuk kah pak?,Neutral,IlfOrVlcVHA
2024-11-29T07:56:39Z,@Lalmuali,UCj8-1LtP3juc2fg5sJc7DQw,0,"Betul bapak presiden,sesuatu yg tujuannya baik harus berani dicoba dgn sistem yg baik.",Neutral,IlfOrVlcVHA
2024-11-29T07:54:31Z,@hpbersama5451,UC-iLqeaGc5lZT79aqhe6icA,0,semoga game onlie dipertimbagkanizinnya ke negara kita pak .itulah tantangan siswa saat ini.,Negative,IlfOrVlcVHA
2024-11-29T07:53:05Z,@NopriadiNopriadi-g9n,UCXlYMg4V8jf4PPDxaF_Et3w,0,"Yaalah lindungilah presiden kami, berikan beliau kesehatan, umur panjang.",Neutral,IlfOrVlcVHA
2024-11-29T07:52:47Z,@sondangdongoran5391,UCbk1XW8Or-qLpxMsT0R-X0g,0,Sehat selalu pak Presiden ku,Neutral,IlfOrVlcVHA
2024-11-29T07:50:27Z,@nurainah2777,UCmdXmdMF_Cb-pF4YWUuhOpA,1,Tdk sia2 sya dukung beliu yg rendah hati padahal beliau menhan tpi tdk pndng pangkat tpi dia kemanusian memang brsunguh2 dlm berbangsa dan bernegara trmksh pk prsiden pk prabowo salam dr saya orang dayak kli mntan tengah🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,Neutral,IlfOrVlcVHA
2024-11-29T07:50:17Z,@mikoriri2443,UCmMP9CWUzuvxxsNPhSHBb7Q,0,Ikut nonton live nya aku ikut mewek pak 😢😢😢,Positive,IlfOrVlcVHA
2024-11-29T07:50:11Z,@RemalyaTjanu,UCR136Uv08ANRldAs9yxajdA,0,❤❤❤❤❤❤ Bapak presiden 🥰🥰🥰🥰,Neutral,IlfOrVlcVHA
2024-11-29T07:47:03Z,@sidikfaturohman4902,UCrcfI-F4VdwUjCR_8B2gr1w,0,"TIDAK KALAH PENTINGNYA BPK PRESIDEN SUPAYA MEMBERI PESANGON KEPADA PARA PENSIUNAN DI SAMPING GAJI.BULANAN
*) PARA PENSIUNAN ADALAH ORANG ORANG YG SUDAH.BERJASA & BEKERJA SELAMA BERPULUH PULUH TAHUN., RATA RATA SAMPAI PENSIUN BEKERJA ADA YG 30 TH , 33 TH , 35 TH
*) KALAU PENSIUNAN MENERIMA DARI.TASPEN ITU .GAJI.PNS YG DIPOTONG GAJINYA SETIAP BULAN SAMPAI DENGAN PENSIUN 
*) KALAU KARYAWAN.BUMN , PT PLN , DI SAMPING MENERIMA GAJI.BULANAN JUGA PESANGON
*) BPK PRESIDEN SENDIRI PERNAH MENGUNGKAPKAN BAHWA GAJI PENSIUNAN KECIL., BAIK.PENSIUNAN.PNS / TNI / POLRI",Positive,IlfOrVlcVHA
2024-11-29T07:46:37Z,@amirjaya732,UCTWeCXKJvq6FTHMiMz2374Q,0,Tooop,Neutral,IlfOrVlcVHA
2024-11-29T07:45:48Z,@SeniorJr-zd4fj,UCoThtYoVo_uT5aljRBDYqrQ,1,"Kalau rakyat minta prabowo jadi 3 periode pimpin Indonesia, MPR DPR HARUS SETUJU.",Neutral,IlfOrVlcVHA
2024-11-29T07:45:26Z,@JihanBella-c3s,UCVyc3EDsu5QFYftkFsWWCmA,0,Semoga pak Prabowo panjang umur sehat dan bisa terus berjuang untuk Indonesia,Neutral,IlfOrVlcVHA
2024-11-29T07:44:32Z,@Ridwan99-f3o,UCBiwpAYlf1solJJPJvEfrag,0,"❤❤❤❤❤❤❤❤ Mihon Pak Presiden Prabowo Gibrab Paglawan tanpa Jasa Pensiunan Guru di Mohon Kesejahraanya di Naikan Satu Kali Gaju Pokok ditermah Setiap Bulannya,Semoga Bapak Presiden dan Wakilnya Sehat Sllu dan Panjang Umur,Aamiin 99X YRA.",Neutral,IlfOrVlcVHA
2024-11-29T07:44:25Z,@pandiahmadsutrisno591,UCpuw66aeJlJE2PO38waI5-g,0,❤,Neutral,IlfOrVlcVHA
2024-11-29T07:42:48Z,@ajsbdndkabss,UCoX45ZzTKN-JXSoFbvd-Rgw,0,Makanya dari dulu pilih prabowo bukan jokowi,Neutral,IlfOrVlcVHA
2024-11-29T07:42:19Z,@diansusanti4410,UCd3RBNDuuWvrnCWvPXeZF0A,0,Lanjutkan bapak presiden 💪💪💪,Neutral,IlfOrVlcVHA
2024-11-29T07:40:56Z,@aayeuh7956,UC9cxd_sPK1I9OObWPdAI92A,0,Semoga non guru/tendik juga diperhatikan bapak presiden apalagi masih honor amin....,Neutral,IlfOrVlcVHA
2024-11-29T07:40:53Z,@AmmoniusHutasoit,UCfiTd0RfTcBNoGP0OXmkp_Q,0,"TERIMA KASIH BAPAK PRESIDEN JENDERAL H.PRABOWO SUBIANTO.
SAYA JUGA ANAK DARI GURU,WAKTU S.R.KITADISEKOLAHIN SAMPAI TAMAT,SEKARANG BELIAU SUDAH TIADA,TETAP INGAT DAN LAKSANAKAN PETUAHNYA.
MOHON IZIN YA PAK,UNTUK GURU YANG SUDAH PENSIUN IKUT DINAIKKAN JUGA LAH GAJI PENSIUNNANNYA,AGAR CUKUP UNTUK KEBUTUHAN SATU BULAN KAMI BERDUA SUAMI ISTRI,DEMIKIAN PAK PRESIDEN PERMOHONAN KAMI,INDONESIA MAJU DAN MERDEKA,MERDEKA,MERDEKA...",Neutral,IlfOrVlcVHA
2024-11-29T07:40:36Z,@Sandy-e1r1j,UC03oLRTnsq01PKZaMNG3OoQ,0,"Tdk ada Kenaikan gaji tp beritanya kenaikan gaji.....hoax parah ini. Yg ada itu peningkatan TPG utk non ASN, sedang yg ASN gk ada kenaikan sama sekali....karena masih tetap 1 x gaji pokok... jd jngan diberitakan kenaikan gaji min , takutnya nsnti direspon pasar trs harga sembako pada naik padahal gaji ASN tetap.",Neutral,IlfOrVlcVHA
2024-11-29T07:40:23Z,@LuqiLukmato,UCCAfcct408WUw_qW1uFa4hA,0,"Saya setuju aja, tpi rakyat kecil gmn ea......nasipnya petani dipikir apa gak ea,,,,,,",Neutral,IlfOrVlcVHA
2024-11-29T07:39:33Z,@SeniorJr-zd4fj,UCoThtYoVo_uT5aljRBDYqrQ,0,"BAPA PRESIDEN TERIMA KASIH SURGA ITU, HANYA PRESIDEN PUNYA.",Neutral,IlfOrVlcVHA
2024-11-29T07:38:26Z,@Nonoh-o9l,UCX9f5RnmhcpqGW_dlGjWjIg,0,Kenapa ga dari dulu milih dia ..kalo aku sih udah 3 kli,Neutral,IlfOrVlcVHA
2024-11-29T07:37:18Z,@ercbase,UC6RB-1QzpYJrYH0DzdiY_Ng,0,"We LOVE YOU PRESIDENKU, JENDERAL PRABOWO SUBIANTO.... ❤❤❤",Positive,IlfOrVlcVHA
2024-11-29T07:37:12Z,@luthfiyahbs5965,UCFDUQQ5U6FQdBw5IOMoXQ7w,0,"Panjangkan umur Presidenku ya Allah ,,,",Neutral,IlfOrVlcVHA
2024-11-29T07:36:19Z,@yusriani0179,UCSWIWWiOBBfl5OK3zLfdT7w,0,"Bagaimana dengan kami yang belum memiliki sertifikat pendidik, karena banyak guru sertifikasi tp belum profesional mengajar nya justru cara mengajar sama dengan yang belum memiliki sertifikat pendidik sebenarnya apa perbedaan di cara mengajarnya 0%",Neutral,IlfOrVlcVHA
2024-11-29T07:36:01Z,@sitiramlah-n5h,UCkxPHHy7ENnRbrFoDBv4iGQ,0,Apakah hanya untuk guru yg sertifikasi atau untuk seluruh guru???,Neutral,IlfOrVlcVHA
2024-11-29T07:35:52Z,@noliafantiara8793,UCATKO5Gly1WLJuM1gSUYWKg,1,Ya Allah..baru X ne meneteskan air mata melihat bpk presiden berpidato,Neutral,IlfOrVlcVHA
2024-11-29T07:35:49Z,@alimahceria515,UChL1bI6rGxdmncYraHjH4sg,0,Alhamdulillah bapk presidenku aku memilih bapak lewat hasil solat tahajut .Semoga bpak dan jarannya selalu istiqomah dalam kebaik kebaikan Amiin Allohumma amiin.,Neutral,IlfOrVlcVHA
2024-11-29T07:35:40Z,@YLEEStorieee_,UCkMT6MsbtlV0fL6xiCIy4Ug,0,Aku sampai Nangis🥹🥹,Neutral,IlfOrVlcVHA
2024-11-29T07:34:41Z,@srisusanti7323,UCIeFWQuV3Z3-PRiD1eZZwaA,0,Terima kasih pak presiden atas apresiasi nya untuk kami para guru..,Neutral,IlfOrVlcVHA
2024-11-29T07:32:07Z,@nengmustianingsih1781,UCeTXdLD-xvWcyT5XIHfEo9w,0,"Terima kasih bapakku,presidenku terbaik",Neutral,IlfOrVlcVHA
2024-11-29T07:31:10Z,@endahrokhim2648,UCCQN8WMq8bqIUHUl3SrBEXg,0,"Alhamdulillah
Pk Presiden Prabowo menaikkan gaji guru dan dosen
Ini mengingatkan jamannya Presiden Gus Dur
Pk Prabowo 👍",Neutral,IlfOrVlcVHA
2024-11-29T07:31:03Z,@SadamGhazali-ny5qn,UCNpTJuCAzUeoRQtGW9wu-Yg,0,"Tolong pak presiden guru paud     yg tamatan SMA tunjangan
Krna sdah mengapdi dari nol
Dari tidak di upah sama sekali smpe sekarang.",Neutral,IlfOrVlcVHA
2024-11-29T07:30:54Z,@wirawawira5878,UCOwo309Mzr4lj-yyFhEzpEQ,1,semogo pak prabowo 2 periode,Neutral,IlfOrVlcVHA
2024-11-29T07:29:52Z,@yancemaria-tw7tl,UCpXeq0myS3lOCPh2BCBmZXw,0,❤❤,Neutral,IlfOrVlcVHA
2024-11-29T07:29:33Z,@SinceTaweru,UCIBgU2t3Qc7MsgZg-1ZbGAA,0,Terimakasih presidenku...kiranya segera terlaksana dan tercapai juga mimpi kami para honorer . Sehat selalu presidenku❤❤❤,Neutral,IlfOrVlcVHA
2024-11-29T07:29:00Z,@sitimardliyatin9134,UCpKAIZ3u6rY2R9q4u8xMXbQ,1,Alkhamdulillaaah,Neutral,IlfOrVlcVHA
2024-11-29T07:26:47Z,@Nurfitriani-y7n,UCJAFdsjBUaUWheCpp1aNAfg,0,sehat dan panjang  umur pak prabowo💪,Neutral,IlfOrVlcVHA
2024-11-29T07:25:35Z,@doratatedil,UCgPYNs5mGnpXbCtsODPZrgw,0,Terimakasih Bapak presiden atas perhatian bagi kami guru,Neutral,IlfOrVlcVHA
2024-11-29T07:25:17Z,@rosiatidaniardaniar4756,UCCTe8DJ_cmtfRTWoShi44eQ,0,Semoga dalam kepemimpinan BP Prabowo Indonesia lebih maju lagi,Neutral,IlfOrVlcVHA
2024-11-29T07:23:38Z,@hjrusinah374,UC9Q60pL1DDW80rc4_JnLt6w,0,Mudahan Bapak presiden selalu di beri kesehatan,Neutral,IlfOrVlcVHA
2024-11-29T07:23:00Z,@sulastrialfiqa3802,UCvDMemmYxs5XVyJOE5nmcsw,1,Bapak Prabowo wajib 2 periode,Neutral,IlfOrVlcVHA
2024-11-29T07:22:21Z,@cakain1253,UCXxFJys3pIIqZS20sQO1wnQ,0,"Dua kali bapak maju pilpres, saya selalu mendukung bapak karena saya yakin terhadap kepemimpinan bapak. dan bahkan saya suarakan secara vulgar dukungan saya.
Kemarin saya tidak memilih bapak itu bukan karena meragukan bapak, namun semata2 karena wakil bapak dan permainan pamannya. 
bahkan selama masa kampanye saya nyaris tidak bersuara sama sekali terkait kontestasi pilpres, karena saya tau kedua calon presiden sama-sama orang baik dan orang hebat.

Dan kini... 
Bapaklah yang jadi presiden kami. dan bapak benar-benar telah membangkitkan rasa bangga kami terhadap negeri ini.
Terimakasih bapak Presiden, terimakasih bapak Probowo..!!",Negative,IlfOrVlcVHA
2024-11-29T07:21:57Z,@jidaalidrus2193,UC9mw-XLbXn92yUrqEHGne5Q,0,"Klu tdk ada korupsi, Negara jadi makmur.",Neutral,IlfOrVlcVHA
2024-11-29T07:21:51Z,@tbNahwan,UCsCsfotsS6groUkUAoAMUvw,0,"Sy mrs bangga dan trharu mndngar pidatonya Bpk prabowo subianto,,",Neutral,IlfOrVlcVHA
2024-11-29T07:21:27Z,@ehajulaeha7995,UCFAR88XPN27fNxd3jWLSW9g,0,Terimakasih pa presiden bapak sangat memperhatikan rakyat semoga kebaikan bapa di balas oleh Alloh SWT,Neutral,IlfOrVlcVHA
2024-11-29T07:20:28Z,@millioner8588,UCdHdT62NO0GpwtinckL1Pqw,0,Ini bagus sekali.. Bukan cuma kerja kerja kerja.. Ttp korupsi meraja rela.. Yg mengurus Barang Milik Daerah dihilangkan insentifnya... Menteri keuangan hanya memikirkan yang berhubungan dengan keuangan saja kesejahteraannya... Bagaimana Ibu Sri Mulyani,Neutral,IlfOrVlcVHA
2024-11-29T07:20:11Z,@johanjohana5910,UCclcfSFmowq0b2t0cF7UMwA,0,"Dari zaman sby udah kayak gini, sertifikasi ya gaji naik satu kali, apa tim pak prabowo gak ngasih tau, kasihan prabowo udah cape sedih nangisin program SBY",Neutral,IlfOrVlcVHA
2024-11-29T07:19:56Z,@YudaKelana-cd4by,UCL7CkXoYgf0nIBeKOwthpRg,0,Terima kasih pak probowo sudah memperhatikan guru,Neutral,IlfOrVlcVHA
2024-11-29T07:19:03Z,@masagungagung4096,UCHuDSSIoB9I_9xdJDeImBag,0,Angkat topi buat Sang Presiden.. 🙏🙏,Neutral,IlfOrVlcVHA
2024-11-29T07:18:10Z,@ZainalAbidin-pk5jf,UCP2kdDf78QWdFmTZY4gmdQA,0,"Hebat Presiden kami Pak Prabowo.. ini kali pertama kami kagum dan terharu dengan perhatian pemerintah terhadap para guru. Masya Allah, ""Semoga Bapak dan para menteri diberikan kesehatan dan ke afiatan dalam mengurus negara ini dg penuh amanah"".",Neutral,IlfOrVlcVHA
2024-11-29T07:18:10Z,@jowep277,UCjFiXDjm4ohx3bfpR3vqtoQ,0,"Baru kali ini dengarin pidato presiden tidak bosan dan  ,,lihat sampai habis tanpa diskip,,,",Neutral,IlfOrVlcVHA
2024-11-29T07:18:04Z,@sudirmansudi3003,UCYQbuXwAvRlgO7lyVE79dRQ,0,Mudah mudahan dana bos disetiap sekolah diysut peruntukannya,Neutral,IlfOrVlcVHA
2024-11-29T07:16:49Z,@tbNahwan,UCsCsfotsS6groUkUAoAMUvw,0,"Trma ksh pak prsidenku,, krna sy punya snk guru honorer di pandeglang banten,",Neutral,IlfOrVlcVHA
2024-11-29T07:16:35Z,@SitiAsiyah-y5x,UC7Iq2XYLMm3adnbZnbitZgg,0,"Presiden setulus gini masak ada yang kasih nilai 11,,,,",Neutral,IlfOrVlcVHA
2024-11-29T07:16:27Z,@aleenafish8524,UCT-BMNM64VVK7nRHtpcBDvw,8,Mulai sekarang ayo cerdaslah memilih pemimpin.....yg beginilah sosok pemimpin bukan pencitraan atw cuman omon2.....sehat selalu pak Prabowo❤❤❤,Neutral,IlfOrVlcVHA
2024-11-29T07:16:24Z,@rizkiseptiani9413,UCLGomiDMaL88ObIRwdXq8cg,0,"Terharu gaji guru naik, karena aku merasakan susahnya jadi guru",Neutral,IlfOrVlcVHA
2024-11-29T07:16:15Z,@jidaalidrus2193,UC9mw-XLbXn92yUrqEHGne5Q,0,mantap. Orangtua sy juga guru.,Neutral,IlfOrVlcVHA
2024-11-29T07:16:03Z,@krisnapranata4906,UCZgarwbKVmnnsvfhkiB_9Zg,0,pak prabowo bisa fokus ke SDM karena di masa pak jokowi beliau sudah menuntaskan pembangunan2 infrastruktur. semoga kedepan indonesia semaki maju,Neutral,IlfOrVlcVHA
2024-11-29T07:14:53Z,@martjisumendap,UCrXLa9q6Lf8cTfkLUE6wGyA,0,Amin .,Neutral,IlfOrVlcVHA
2024-11-29T07:14:47Z,@FatihAlayubi-e7n,UCJYgjirK4kpsiG8vJYq5hog,0,Guru diperhatikan kesejahteraannya tapi guru juga juga jangan sewenang_wenang sama murid nya&bertanggung jwab karna masih bnyak guru2 di desa&di kota di saat mengajar  anak didik cuma dikasih LKS yg harus dibeli tanpa di kasih pelajaran yg seharus nya,Neutral,IlfOrVlcVHA
2024-11-29T07:12:23Z,@indrawijaya5422,UCk-TPpnykEqdOVVlbrJB3hw,0,"Sekolah kami kekurangan kelas , perpustakaan juga ngak ada pak, admin tlng sampai kan dari Sawah Lunto 😢😢",Neutral,IlfOrVlcVHA
2024-11-29T07:08:56Z,@danasutisna1648,UCafU-A995lBKFqXyQlOI6cA,0,"Alhamdulillah,sehat slalu Bp Prabowo",Neutral,IlfOrVlcVHA
